project_name,apartment_type,project_url,project_description,project_img_url,project_zone,project_status,project_lat,project_lon,apartment_m2,apartment_beds,apartment_baths,apartment_parking,apartment_has_serviceroom,apartment_has_storeroom,apartment_rent,apartment_price,project_c_date,project_m_date,apartment_rent_m2,apartment_price_m2
astra-apartamentos,1B,https://citymap.com.gt/propiedades/astra-apartamentos/,"Ubicados en Zona 15 con precio desde $1,400. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 3 calle 20-52 zona 15 Vista Hemosa 1, Ciudad de Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/06/ASTRA.jpg,zona-15,,14.58957871301374,-90.4894344655534,69.1,1.0,1.5,1.0,,,,,2024-06-07,2024-12-13,,
astra-apartamentos,Apto 58m2,https://citymap.com.gt/propiedades/astra-apartamentos/,"Ubicados en Zona 15 con precio desde $1,400. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 3 calle 20-52 zona 15 Vista Hemosa 1, Ciudad de Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/06/ASTRA.jpg,zona-15,,14.58957871301374,-90.4894344655534,58.0,1.0,2.0,1.0,,,,,2024-06-07,2024-12-13,,
astra-apartamentos,2A,https://citymap.com.gt/propiedades/astra-apartamentos/,"Ubicados en Zona 15 con precio desde $1,400. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 3 calle 20-52 zona 15 Vista Hemosa 1, Ciudad de Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/06/ASTRA.jpg,zona-15,,14.58957871301374,-90.4894344655534,87.4,2.0,2.5,2.0,,,,,2024-06-07,2024-12-13,,
astra-apartamentos,2B,https://citymap.com.gt/propiedades/astra-apartamentos/,"Ubicados en Zona 15 con precio desde $1,400. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 3 calle 20-52 zona 15 Vista Hemosa 1, Ciudad de Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/06/ASTRA.jpg,zona-15,,14.58957871301374,-90.4894344655534,90.0,2.0,2.5,2.0,,,,,2024-06-07,2024-12-13,,
astra-apartamentos,4A,https://citymap.com.gt/propiedades/astra-apartamentos/,"Ubicados en Zona 15 con precio desde $1,400. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 3 calle 20-52 zona 15 Vista Hemosa 1, Ciudad de Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/06/ASTRA.jpg,zona-15,,14.58957871301374,-90.4894344655534,142.2,3.0,3.5,2.0,,,,,2024-06-07,2024-12-13,,
astra-apartamentos,Apto 122m2,https://citymap.com.gt/propiedades/astra-apartamentos/,"Ubicados en Zona 15 con precio desde $1,400. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 6 amenidades. Direccion: 3 calle 20-52 zona 15 Vista Hemosa 1, Ciudad de Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/06/ASTRA.jpg,zona-15,,14.58957871301374,-90.4894344655534,122.0,3.0,,,,,1400.0,,2024-06-07,2024-12-13,11.48,
vivo-plaza,1 Dormitorio,https://citymap.com.gt/propiedades/vivo-plaza/,"Ubicados en Zona 10. Con apartamentos de 1 o 2 habitaciones. Con más de 6 amenidades. Direccion: 10a. Calle y 2a. Avenida, zona 10 Guatemala. Vivo Plaza Apa tame tos e  zo a 10
Vivo Plaza es u  p oyecto boutique de uso mixto ubicado e  el co azó  de la Zo a 10. Diseñado pa a of ece  solucio es i teg ales a  uest os socios come ciales,  eside tes y visita tes.

​​59 apa tame tos de 1 y 2 do mito ios totalme te equipados, 180 pa queos automatizados, ame idades p emium,  estau a te e   ooftop, t es  iveles de ofici as co po ativas y á ea come cial.",https://citymap.com.gt/wp-content/uploads/2024/05/banner_contacto-scaled-1.jpg,zona-10,,14.603542254165154,-90.51369363896454,,1.0,1.0,,,,,,2024-05-06,2024-05-07,,
vivo-plaza,2 Dormitorios Plus,https://citymap.com.gt/propiedades/vivo-plaza/,"Ubicados en Zona 10. Con apartamentos de 1 o 2 habitaciones. Con más de 6 amenidades. Direccion: 10a. Calle y 2a. Avenida, zona 10 Guatemala. Vivo Plaza Apa tame tos e  zo a 10
Vivo Plaza es u  p oyecto boutique de uso mixto ubicado e  el co azó  de la Zo a 10. Diseñado pa a of ece  solucio es i teg ales a  uest os socios come ciales,  eside tes y visita tes.

​​59 apa tame tos de 1 y 2 do mito ios totalme te equipados, 180 pa queos automatizados, ame idades p emium,  estau a te e   ooftop, t es  iveles de ofici as co po ativas y á ea come cial.",https://citymap.com.gt/wp-content/uploads/2024/05/banner_contacto-scaled-1.jpg,zona-10,,14.603542254165154,-90.51369363896454,,2.0,2.0,,,,,,2024-05-06,2024-05-07,,
vivo-plaza,Lock off,https://citymap.com.gt/propiedades/vivo-plaza/,"Ubicados en Zona 10. Con apartamentos de 1 o 2 habitaciones. Con más de 6 amenidades. Direccion: 10a. Calle y 2a. Avenida, zona 10 Guatemala. Vivo Plaza Apa tame tos e  zo a 10
Vivo Plaza es u  p oyecto boutique de uso mixto ubicado e  el co azó  de la Zo a 10. Diseñado pa a of ece  solucio es i teg ales a  uest os socios come ciales,  eside tes y visita tes.

​​59 apa tame tos de 1 y 2 do mito ios totalme te equipados, 180 pa queos automatizados, ame idades p emium,  estau a te e   ooftop, t es  iveles de ofici as co po ativas y á ea come cial.",https://citymap.com.gt/wp-content/uploads/2024/05/banner_contacto-scaled-1.jpg,zona-10,,14.603542254165154,-90.51369363896454,,2.0,2.0,,,,,,2024-05-06,2024-05-07,,
almanara,Modelo A1,https://citymap.com.gt/propiedades/almanara/,"Ubicados en Zona 16 con precio desde $1,276. Con apartamentos de 2 o 3 habitaciones. Con más de 14 amenidades. Direccion: Boulevard Santa Amelia 13-44 zona 16.",https://citymap.com.gt/wp-content/uploads/2024/06/hogar2.jpg,zona-16,,14.624891072148932,-90.47009120410446,72.0,2.0,2.0,2.0,,,,,2024-06-25,2024-09-04,,
almanara,Modelo B1,https://citymap.com.gt/propiedades/almanara/,"Ubicados en Zona 16 con precio desde $1,276. Con apartamentos de 2 o 3 habitaciones. Con más de 14 amenidades. Direccion: Boulevard Santa Amelia 13-44 zona 16.",https://citymap.com.gt/wp-content/uploads/2024/06/hogar2.jpg,zona-16,,14.624891072148932,-90.47009120410446,95.0,3.0,2.5,2.0,,,,,2024-06-25,2024-09-04,,
almanara,Modelo B2,https://citymap.com.gt/propiedades/almanara/,"Ubicados en Zona 16 con precio desde $1,276. Con apartamentos de 2 o 3 habitaciones. Con más de 14 amenidades. Direccion: Boulevard Santa Amelia 13-44 zona 16.",https://citymap.com.gt/wp-content/uploads/2024/06/hogar2.jpg,zona-16,,14.624891072148932,-90.47009120410446,95.0,3.0,2.5,2.0,,,,,2024-06-25,2024-09-04,,
almanara,Modelo C1,https://citymap.com.gt/propiedades/almanara/,"Ubicados en Zona 16 con precio desde $1,276. Con apartamentos de 2 o 3 habitaciones. Con más de 14 amenidades. Direccion: Boulevard Santa Amelia 13-44 zona 16.",https://citymap.com.gt/wp-content/uploads/2024/06/hogar2.jpg,zona-16,,14.624891072148932,-90.47009120410446,104.0,3.0,2.5,2.0,,,,,2024-06-25,2024-09-04,,
almanara,Modelo C2,https://citymap.com.gt/propiedades/almanara/,"Ubicados en Zona 16 con precio desde $1,276. Con apartamentos de 2 o 3 habitaciones. Con más de 14 amenidades. Direccion: Boulevard Santa Amelia 13-44 zona 16.",https://citymap.com.gt/wp-content/uploads/2024/06/hogar2.jpg,zona-16,,14.624891072148932,-90.47009120410446,104.0,3.0,2.5,2.0,,,,,2024-06-25,2024-09-04,,
almanara,Modelo D1,https://citymap.com.gt/propiedades/almanara/,"Ubicados en Zona 16 con precio desde $1,276. Con apartamentos de 2 o 3 habitaciones. Con más de 14 amenidades. Direccion: Boulevard Santa Amelia 13-44 zona 16.",https://citymap.com.gt/wp-content/uploads/2024/06/hogar2.jpg,zona-16,,14.624891072148932,-90.47009120410446,122.0,3.0,2.5,2.0,,,,,2024-06-25,2024-09-04,,
alvento,A1,https://citymap.com.gt/propiedades/alvento/,"Ubicados en Zona 15. Con apartamentos de 3 habitaciones. Con más de 1 amenidades. Direccion: 2 Calle 22-65 Zona 15, Vista Hermosa. Alve to Apa tame tos e  zo a 15
Alve to es más que u  p oyecto  eside cial, es u a p opuesta de diseño co tempo á eo y auté tico, que se disti gue po  su a quitectu a sob ia y elega te.",https://citymap.com.gt/wp-content/uploads/2024/05/Alvento-ExteriorIzquierdo.jpg,zona-15,,14.586026081761826,-90.4871454834938,143.0,3.0,3.5,,True,,,,2024-05-06,2024-05-06,,
serena-de-arrazola,Prato,https://citymap.com.gt/propiedades/serena-de-arrazola/,"Ubicados en Carretera a El Salvador con precio desde Q9,639. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Km.19.5 a Carretera a El Salvador, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/09/s.arriazola1.jpg,carretera-a-el-salvador,,14.524625141251086,-90.43917953968048,127.0,2.0,1.5,,,,,,2024-09-03,2024-09-04,,
serena-de-arrazola,Loggia,https://citymap.com.gt/propiedades/serena-de-arrazola/,"Ubicados en Carretera a El Salvador con precio desde Q9,639. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Km.19.5 a Carretera a El Salvador, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/09/s.arriazola1.jpg,carretera-a-el-salvador,,14.524625141251086,-90.43917953968048,105.0,2.0,1.5,,,,,,2024-09-03,2024-09-04,,
serena-de-arrazola,Terrazza,https://citymap.com.gt/propiedades/serena-de-arrazola/,"Ubicados en Carretera a El Salvador con precio desde Q9,639. Con apartamentos de 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Km.19.5 a Carretera a El Salvador, Guatemala.",https://citymap.com.gt/wp-content/uploads/2024/09/s.arriazola1.jpg,carretera-a-el-salvador,,14.524625141251086,-90.43917953968048,125.0,3.0,2.0,,,,,,2024-09-03,2024-09-04,,
torre-6,Modelo 45m2 Opción A,https://citymap.com.gt/propiedades/torre-6/,"Ubicados en Zona 6 con precio desde Q5,035. Con apartamentos de 2 o 3 habitaciones. Con más de 12 amenidades. Direccion: 15 Avenida 1-58 Zona 6.",https://citymap.com.gt/wp-content/uploads/2024/05/Torre6img.webp,zona-6,,14.64503697265944,-90.50213101196148,45.0,2.0,1.0,1.0,,,645.51,88733.33,2024-05-21,2024-05-23,14.34,1971.85
torre-6,Modelo 45m2 Opción B,https://citymap.com.gt/propiedades/torre-6/,"Ubicados en Zona 6 con precio desde Q5,035. Con apartamentos de 2 o 3 habitaciones. Con más de 12 amenidades. Direccion: 15 Avenida 1-58 Zona 6.",https://citymap.com.gt/wp-content/uploads/2024/05/Torre6img.webp,zona-6,,14.64503697265944,-90.50213101196148,45.0,2.0,1.0,1.0,,,645.51,88733.33,2024-05-21,2024-05-23,14.34,1971.85
torre-6,Modelo 55m2 Opción A,https://citymap.com.gt/propiedades/torre-6/,"Ubicados en Zona 6 con precio desde Q5,035. Con apartamentos de 2 o 3 habitaciones. Con más de 12 amenidades. Direccion: 15 Avenida 1-58 Zona 6.",https://citymap.com.gt/wp-content/uploads/2024/05/Torre6img.webp,zona-6,,14.64503697265944,-90.50213101196148,55.0,2.0,1.0,1.0,,,771.79,106171.79,2024-05-21,2024-05-23,14.03,1930.4
torre-6,Modelo 55m2 Opción B,https://citymap.com.gt/propiedades/torre-6/,"Ubicados en Zona 6 con precio desde Q5,035. Con apartamentos de 2 o 3 habitaciones. Con más de 12 amenidades. Direccion: 15 Avenida 1-58 Zona 6.",https://citymap.com.gt/wp-content/uploads/2024/05/Torre6img.webp,zona-6,,14.64503697265944,-90.50213101196148,55.0,2.0,1.0,1.0,,,,,2024-05-21,2024-05-23,,
torre-6,Modelo 65m2 Opción A,https://citymap.com.gt/propiedades/torre-6/,"Ubicados en Zona 6 con precio desde Q5,035. Con apartamentos de 2 o 3 habitaciones. Con más de 12 amenidades. Direccion: 15 Avenida 1-58 Zona 6.",https://citymap.com.gt/wp-content/uploads/2024/05/Torre6img.webp,zona-6,,14.64503697265944,-90.50213101196148,65.0,3.0,2.0,1.0,,,885.26,121785.26,2024-05-21,2024-05-23,13.62,1873.62
torre-6,Modelo 65m2 Opción B,https://citymap.com.gt/propiedades/torre-6/,"Ubicados en Zona 6 con precio desde Q5,035. Con apartamentos de 2 o 3 habitaciones. Con más de 12 amenidades. Direccion: 15 Avenida 1-58 Zona 6.",https://citymap.com.gt/wp-content/uploads/2024/05/Torre6img.webp,zona-6,,14.64503697265944,-90.50213101196148,65.0,3.0,2.0,1.0,,,,,2024-05-21,2024-05-23,,
torre-6,Modelo 70m2 Opción A,https://citymap.com.gt/propiedades/torre-6/,"Ubicados en Zona 6 con precio desde Q5,035. Con apartamentos de 2 o 3 habitaciones. Con más de 12 amenidades. Direccion: 15 Avenida 1-58 Zona 6.",https://citymap.com.gt/wp-content/uploads/2024/05/Torre6img.webp,zona-6,,14.64503697265944,-90.50213101196148,70.0,3.0,2.0,2.0,,,964.1,132646.79,2024-05-21,2024-05-23,13.77,1894.95
torre-6,Modelo 70m2 Opción B,https://citymap.com.gt/propiedades/torre-6/,"Ubicados en Zona 6 con precio desde Q5,035. Con apartamentos de 2 o 3 habitaciones. Con más de 12 amenidades. Direccion: 15 Avenida 1-58 Zona 6.",https://citymap.com.gt/wp-content/uploads/2024/05/Torre6img.webp,zona-6,,14.64503697265944,-90.50213101196148,70.0,3.0,2.0,2.0,,,964.1,132646.79,2024-05-21,2024-05-23,13.77,1894.95
gaura,N1,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,88.0,1.0,1.5,,,,,,2021-05-04,2024-12-13,,
gaura,S1,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,80.0,1.0,1.5,,,,,,2021-05-04,2024-12-13,,
gaura,S2,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,111.0,2.0,2.5,,,,,,2021-05-04,2024-12-13,,
gaura,S2,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,134.0,2.0,2.5,,,,,,2021-05-04,2024-12-13,,
gaura,S2,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,137.0,2.0,2.5,,,,,,2021-05-04,2024-12-13,,
gaura,S3,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,123.0,2.0,2.5,,,,,,2021-05-04,2024-12-13,,
gaura,S2,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,120.0,2.0,2.5,,,,,,2021-05-04,2024-12-13,,
gaura,S2,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,116.0,2.0,2.5,,,,,,2021-05-04,2024-12-13,,
gaura,N2,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,114.0,2.0,2.5,,,,,,2021-05-04,2024-12-13,,
gaura,N2,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,112.0,2.0,2.0,,,,,,2021-05-04,2024-12-13,,
gaura,S2B,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,107.0,2.0,2.5,,,,,,2021-05-04,2024-12-13,,
gaura,S2A,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,107.0,2.0,2.5,,,,,,2021-05-04,2024-12-13,,
gaura,S3+S,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,203.0,3.0,2.5,,True,,,,2021-05-04,2024-12-13,,
gaura,N3+S,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,203.0,3.0,2.5,,True,,,,2021-05-04,2024-12-13,,
gaura,N3+S,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,193.0,3.0,2.5,,True,,,,2021-05-04,2024-12-13,,
gaura,S3B,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,159.0,3.0,2.5,,,,,,2021-05-04,2024-12-13,,
gaura,S3A,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,159.0,3.0,3.5,,,,,,2021-05-04,2024-12-13,,
gaura,S3,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,153.0,3.0,3.5,,,,,,2021-05-04,2024-12-13,,
gaura,S3,https://citymap.com.gt/propiedades/gaura/,"Ubicados en Zona 15 con precio desde $1,600. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 4 amenidades. Direccion: Bulevar Vista Hermosa 19-45 Zona 15 Vista Hermosa I.",https://citymap.com.gt/wp-content/uploads/2021/05/Gaura.jpg,zona-15,,14.591185196333,-90.491316618871,148.0,3.0,3.5,,,,,,2021-05-04,2024-12-13,,
era-10,Modelo 43m²,https://citymap.com.gt/propiedades/era-10/,"Ubicados en Zona 10. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 12 calle 5-53 Zona 10 Guatemala. E a 10 Apa tame tos e  zo a 10
Situado e  el co azó  de zo a 10. U  edificio que p oyecta la vida u ba a y activa de la Zo a Viva. P oyecto de utilizació  mixto (Apa tame tos, Ofici as y Come cios) Ubicado e  zo a 10, sob e la 12 calle y 6 ave ida a pasos de Fo tabella y Oakla d Mall. Opcio es de apa tame tos desde 34m² hasta 151m². U o de los edificios más altos de la zo a co  22  iveles y 6 sóta os de pa queos. Ame idades e  los  iveles 3, 4, 21 y 22.",https://citymap.com.gt/wp-content/uploads/2024/05/333634171_899260781156598_691255550125959814_n.jpg,zona-10,,14.600224324487,-90.511053631655,43.0,1.0,1.0,1.0,,,,,2024-05-01,2024-05-01,,
era-10,Modelo 64m²,https://citymap.com.gt/propiedades/era-10/,"Ubicados en Zona 10. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 12 calle 5-53 Zona 10 Guatemala. E a 10 Apa tame tos e  zo a 10
Situado e  el co azó  de zo a 10. U  edificio que p oyecta la vida u ba a y activa de la Zo a Viva. P oyecto de utilizació  mixto (Apa tame tos, Ofici as y Come cios) Ubicado e  zo a 10, sob e la 12 calle y 6 ave ida a pasos de Fo tabella y Oakla d Mall. Opcio es de apa tame tos desde 34m² hasta 151m². U o de los edificios más altos de la zo a co  22  iveles y 6 sóta os de pa queos. Ame idades e  los  iveles 3, 4, 21 y 22.",https://citymap.com.gt/wp-content/uploads/2024/05/333634171_899260781156598_691255550125959814_n.jpg,zona-10,,14.600224324487,-90.511053631655,64.0,2.0,2.0,2.0,,,,,2024-05-01,2024-05-01,,
era-10,Modelo 92m²,https://citymap.com.gt/propiedades/era-10/,"Ubicados en Zona 10. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 12 calle 5-53 Zona 10 Guatemala. E a 10 Apa tame tos e  zo a 10
Situado e  el co azó  de zo a 10. U  edificio que p oyecta la vida u ba a y activa de la Zo a Viva. P oyecto de utilizació  mixto (Apa tame tos, Ofici as y Come cios) Ubicado e  zo a 10, sob e la 12 calle y 6 ave ida a pasos de Fo tabella y Oakla d Mall. Opcio es de apa tame tos desde 34m² hasta 151m². U o de los edificios más altos de la zo a co  22  iveles y 6 sóta os de pa queos. Ame idades e  los  iveles 3, 4, 21 y 22.",https://citymap.com.gt/wp-content/uploads/2024/05/333634171_899260781156598_691255550125959814_n.jpg,zona-10,,14.600224324487,-90.511053631655,92.0,3.0,2.0,2.0,,,,,2024-05-01,2024-05-01,,
era-10,Modelo 128m²,https://citymap.com.gt/propiedades/era-10/,"Ubicados en Zona 10. Con apartamentos de 1, 2 o 3 habitaciones. Con más de 7 amenidades. Direccion: 12 calle 5-53 Zona 10 Guatemala. E a 10 Apa tame tos e  zo a 10
Situado e  el co azó  de zo a 10. U  edificio que p oyecta la vida u ba a y activa de la Zo a Viva. P oyecto de utilizació  mixto (Apa tame tos, Ofici as y Come cios) Ubicado e  zo a 10, sob e la 12 calle y 6 ave ida a pasos de Fo tabella y Oakla d Mall. Opcio es de apa tame tos desde 34m² hasta 151m². U o de los edificios más altos de la zo a co  22  iveles y 6 sóta os de pa queos. Ame idades e  los  iveles 3, 4, 21 y 22.",https://citymap.com.gt/wp-content/uploads/2024/05/333634171_899260781156598_691255550125959814_n.jpg,zona-10,,14.600224324487,-90.511053631655,128.0,3.0,3.5,2.0,,,,,2024-05-01,2024-05-01,,
nidra-lofts,A26,https://citymap.com.gt/propiedades/nidra-lofts/,"Ubicados en Zona 15. Con apartamentos de 1 o 2 habitaciones. Con más de 12 amenidades. Direccion: 20 avenida 03-84""A"" Zona 15, Colonia Vista Hermosa I. Nid a Lofts Apa tame tos e  zo a 15
El edificio “NIDRA” co sta á de 7  iveles co  95 apa tame tos, de u o y dos do mito ios. Tambié  co ta á co  amplias á eas de co vive cia que se á  de uso exclusivo pa a  eside tes y sus i vitados y que esta á  ubicadas e  el p ime  y sexto  ivel del Edificio. Co ta á co  ci co sóta os de pa queos y á eas de se vicio pa a el fu cio amie to eficie te del mismo.",https://citymap.com.gt/wp-content/uploads/2024/04/Nidralofts_guatemala1.jpg,zona-15,,14.592678922007805,-90.48964262008668,26.0,1.0,1.0,1.0,,,,,2024-04-24,2024-05-23,,
nidra-lofts,A29,https://citymap.com.gt/propiedades/nidra-lofts/,"Ubicados en Zona 15. Con apartamentos de 1 o 2 habitaciones. Con más de 12 amenidades. Direccion: 20 avenida 03-84""A"" Zona 15, Colonia Vista Hermosa I. Nid a Lofts Apa tame tos e  zo a 15
El edificio “NIDRA” co sta á de 7  iveles co  95 apa tame tos, de u o y dos do mito ios. Tambié  co ta á co  amplias á eas de co vive cia que se á  de uso exclusivo pa a  eside tes y sus i vitados y que esta á  ubicadas e  el p ime  y sexto  ivel del Edificio. Co ta á co  ci co sóta os de pa queos y á eas de se vicio pa a el fu cio amie to eficie te del mismo.",https://citymap.com.gt/wp-content/uploads/2024/04/Nidralofts_guatemala1.jpg,zona-15,,14.592678922007805,-90.48964262008668,29.0,1.0,1.0,1.0,,,,,2024-04-24,2024-05-23,,
